,Model,Accel,batchsize,avg_runtime,50th_pct,90th_pct,95th_pct
2133,yolov5s,onnxruntime_gpu_pascal,22,244.7705435752868,221.6938734054565,224.9860525131225,225.85279941558838
2134,yolov5s,onnxruntime_gpu_pascal,23,252.96585321426392,229.1584014892578,233.0768346786499,235.1490974426269
2135,yolov5s,onnxruntime_gpu_pascal,24,263.78573894500727,239.4694089889526,244.6382761001587,248.2734680175781
2136,yolov5s,onnxruntime_gpu_pascal,25,273.8012051582336,248.5631704330444,253.69193553924563,265.9197568893432
2137,yolov5s,onnxruntime_gpu_pascal,26,281.9371557235717,256.6386461257934,261.9545936584472,265.06270170211786
2138,yolov5s,onnxruntime_gpu_pascal,27,292.8172039985657,266.8831348419189,272.7731943130493,280.698001384735
2139,yolov5s,onnxruntime_gpu_pascal,28,304.18325185775757,277.4679660797119,285.779333114624,292.1128511428833
2140,yolov5s,onnxruntime_gpu_pascal,29,314.6492481231689,287.6697778701782,294.23656463623047,307.6604723930359
2141,yolov5s,onnxruntime_gpu_pascal,30,323.2083821296692,295.6715822219848,303.68742942810064,312.9253387451172
2142,yolov5s,onnxruntime_gpu_pascal,31,342.7612328529358,304.1857481002807,310.7524633407593,325.8226990699767
2143,yolov5s,onnxruntime_gpu_pascal,32,347.00791358947754,316.428542137146,327.8174638748169,357.1184039115905
2144,yolov5s,onnxruntime_gpu_pascal,33,357.8408598899841,327.7844190597534,341.8009757995605,378.9556503295898
2145,yolov5s,onnxruntime_gpu_pascal,34,367.27262496948237,336.7600440979004,356.1984062194824,388.53516578674305
2146,yolov5s,onnxruntime_gpu_pascal,35,377.7674555778503,347.7355241775512,357.2638988494873,398.3410358428954
2147,yolov5s,onnxruntime_gpu_pascal,36,387.9957199096679,356.5301895141601,366.2003755569458,420.77233791351307
2148,yolov5s,onnxruntime_gpu_pascal,37,396.0864329338073,362.7594709396362,394.5641994476319,425.35916566848755
2149,yolov5s,onnxruntime_gpu_pascal,38,407.54348754882807,374.7168779373169,388.32931518554693,442.57633686065674
2150,yolov5s,onnxruntime_gpu_pascal,39,413.8671135902405,382.8721046447754,394.58606243133545,444.8277950286865
2151,yolov5s,onnxruntime_gpu_pascal,40,425.1395320892334,391.9196128845215,402.9048681259155,455.7315111160278
2152,yolov5s,onnxruntime_gpu_pascal,41,442.67817735671997,401.4401435852051,413.2136344909668,463.8411879539489
2153,yolov5s,onnxruntime_gpu_pascal,42,453.3653306961059,410.5232954025268,461.6577625274659,504.38766479492193
2154,yolov5s,onnxruntime_gpu_pascal,43,459.5581650733947,419.2899465560913,435.2579116821289,471.6525554656982
2155,yolov5s,onnxruntime_gpu_pascal,44,474.1833758354187,431.2202930450439,447.2193241119386,498.41541051864607
2156,yolov5s,onnxruntime_gpu_pascal,45,485.3912687301636,440.6837224960327,475.3029346466065,550.9979009628296
2157,yolov5s,onnxruntime_gpu_pascal,46,494.1518378257751,449.6735334396362,480.5572271347046,506.10837936401356
2158,yolov5s,onnxruntime_gpu_pascal,47,504.190833568573,459.3305587768554,498.03974628448486,522.8420138359069
2159,yolov5s,onnxruntime_gpu_pascal,48,517.6120948791504,471.7663526535034,521.8317031860353,558.7817668914794
2160,yolov5s,onnxruntime_gpu_pascal,49,531.1230397224426,488.7137413024902,518.8740730285645,555.5974364280701
2161,yolov5s,onnxruntime_gpu_pascal,50,548.0094337463379,499.216079711914,566.9636011123657,592.1562194824219
2162,yolov5s,onnxruntime_gpu_pascal,51,555.0917506217957,508.6708068847656,555.4734230041506,605.3919553756714
2163,yolov5s,onnxruntime_gpu_pascal,52,568.2587838172913,519.0552473068237,571.96204662323,628.8194894790649
2164,yolov5s,onnxruntime_gpu_pascal,53,576.6970705986023,528.4802913665771,593.3523178100586,635.7327580451965
2165,yolov5s,onnxruntime_gpu_pascal,54,588.2601737976074,538.6141538619995,612.5781059265138,640.965473651886
2166,yolov5s,onnxruntime_gpu_pascal,55,599.1747665405273,547.0091104507446,628.5566091537476,654.4296145439148
2167,yolov5s,onnxruntime_gpu_pascal,56,612.1049451828003,557.504415512085,618.5176372528076,665.4984951019287
2168,yolov5s,onnxruntime_gpu_pascal,57,623.3927726745605,567.5994157791138,632.424807548523,676.0607838630676
2169,yolov5s,onnxruntime_gpu_pascal,58,626.7830538749695,576.4003992080688,635.0040912628175,679.8783302307129
2170,yolov5s,onnxruntime_gpu_pascal,59,638.2325077056885,585.6729745864868,665.735960006714,690.8390998840331
2171,yolov5s,onnxruntime_gpu_pascal,60,649.1724038124084,595.0806140899658,678.7115812301637,702.7809381484985
2172,yolov5s,onnxruntime_gpu_pascal,61,658.3723735809326,603.6096811294556,696.9200611114502,712.5245690345764
